;kind;etag;id;publishedAt;channelId;title;description;channelTitle;tags;categoryId;liveBroadcastContent;defaultAudioLanguage;thumbnails.default.url;thumbnails.default.width;thumbnails.default.height;thumbnails.medium.url;thumbnails.medium.width;thumbnails.medium.height;thumbnails.high.url;thumbnails.high.width;thumbnails.high.height;thumbnails.standard.url;thumbnails.standard.width;thumbnails.standard.height;thumbnails.maxres.url;thumbnails.maxres.width;thumbnails.maxres.height;localized.title;localized.description;defaultLanguage;duration;dimension;definition;caption;licensedContent;projection;regionRestriction.blocked;viewCount;likeCount;favoriteCount;commentCount
72;youtube#video;9-xPgHrL8Z8gMzAVSVz5Q7xDu9I;GoC659nqIPM;2022-10-03T19:02:01Z;UCq7oiFCNlvuFvRhRLhBNBYA;EXCLUSIVO🚨: CACHORRÃO DO BREGA FALA DA SUA VOTAÇÃO NA ELEIÇÃO PARA DEPUTADO NO RN, QUANTOS VOTOS?;"#chicocobradagua #tvchicocobradagua #podcastdochicocobradagua #cachorrãodobrega    #rn #eleicao2022 

Entre em contato com o canal: (85)9.9955-1717 LIGAÇÕES E WHATSAPP.

AJUDE NOSSO CANAL PIX: 85.99955.1717

SIGA NAS REDES SOCIAIS 
Instagram: https://www.instagram.com/chicocobradagua/?hl=pt-Br

TikTok: https://vm.tiktok.com/ZMR4b83J4/

Kwai: http://s.kw.ai/Z8BGsBm2

Facebook: https://www.facebook.com/chicocobradagua";TV CHICO COBRA D’ÁGUA;;24;none;pt-BR;https://i.ytimg.com/vi/GoC659nqIPM/default.jpg;120;90;https://i.ytimg.com/vi/GoC659nqIPM/mqdefault.jpg;320;180;https://i.ytimg.com/vi/GoC659nqIPM/hqdefault.jpg;480;360;https://i.ytimg.com/vi/GoC659nqIPM/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/GoC659nqIPM/maxresdefault.jpg;1280.0;720.0;EXCLUSIVO🚨: CACHORRÃO DO BREGA FALA DA SUA VOTAÇÃO NA ELEIÇÃO PARA DEPUTADO NO RN, QUANTOS VOTOS?;"#chicocobradagua #tvchicocobradagua #podcastdochicocobradagua #cachorrãodobrega    #rn #eleicao2022 

Entre em contato com o canal: (85)9.9955-1717 LIGAÇÕES E WHATSAPP.

AJUDE NOSSO CANAL PIX: 85.99955.1717

SIGA NAS REDES SOCIAIS 
Instagram: https://www.instagram.com/chicocobradagua/?hl=pt-Br

TikTok: https://vm.tiktok.com/ZMR4b83J4/

Kwai: http://s.kw.ai/Z8BGsBm2

Facebook: https://www.facebook.com/chicocobradagua";;PT1M25S;2d;hd;false;True;rectangular;;7284;335;0;13
73;youtube#video;DSbH4yJ3InXJDP9r0EjyzEvfc5I;-KMmCAP4C2g;2022-10-28T16:50:06Z;UC8QAdpiEWAOg3AOCCFDCOYw;DEBATE VAI DEFINIR A ELEIÇÃO !;"Faça parte da comunidade exclusiva do MBL e receba conteúdos especiais diariamente. Acesse https://clube.mbl.org.br ENTRE PARA A ACADEMIA: academia.mbl.org.br

COMPRE SEU INGRESSO DO CONGRESSO NACIONAL DO MBL: http://mbl.org.br/congresso


Acompanhe nossas lives toda segunda, quarta e sexta, às 19h!
http://youtube.com/c/mblivetv

E nosso canal de cortes das lives
https://www.youtube.com/c/CortesdoMBL

Gosta do movimento e quer ajudar a gente crescer cada dia mais, acesse: https://mbl.org.br/contribua

Faça parte dos nossos grupos: 
Telegram: http://t.me/mblivre

Sigam as nossas redes sociais: 
Instagram: http://instagram.com/mblivre
Facebook: http://facebook.com/mblivre
Twitter http://twitter.com/mblivre

Quer fazer parte do movimento ou precisa falar conosco: 
E-mail: falecom@mbl.org.br";MBL - Movimento Brasil Livre;"['movimento', 'brasil', 'livre;', 'mbl;', 'renan santos', 'kim kataguiri', 'mamaefalei', 'arthur do val', 'lula', 'bolsonaro', 'eleições', 'presidente', 'debate', 'eleições 2022', 'quem vai ganhar eleições', 'pesquisas eleitorais', 'urnas eletronicas', 'haddad', 'tarcísio', '2 turno']";29;none;pt;https://i.ytimg.com/vi/-KMmCAP4C2g/default.jpg;120;90;https://i.ytimg.com/vi/-KMmCAP4C2g/mqdefault.jpg;320;180;https://i.ytimg.com/vi/-KMmCAP4C2g/hqdefault.jpg;480;360;https://i.ytimg.com/vi/-KMmCAP4C2g/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/-KMmCAP4C2g/maxresdefault.jpg;1280.0;720.0;DEBATE VAI DEFINIR A ELEIÇÃO !;"Faça parte da comunidade exclusiva do MBL e receba conteúdos especiais diariamente. Acesse https://clube.mbl.org.br ENTRE PARA A ACADEMIA: academia.mbl.org.br

COMPRE SEU INGRESSO DO CONGRESSO NACIONAL DO MBL: http://mbl.org.br/congresso


Acompanhe nossas lives toda segunda, quarta e sexta, às 19h!
http://youtube.com/c/mblivetv

E nosso canal de cortes das lives
https://www.youtube.com/c/CortesdoMBL

Gosta do movimento e quer ajudar a gente crescer cada dia mais, acesse: https://mbl.org.br/contribua

Faça parte dos nossos grupos: 
Telegram: http://t.me/mblivre

Sigam as nossas redes sociais: 
Instagram: http://instagram.com/mblivre
Facebook: http://facebook.com/mblivre
Twitter http://twitter.com/mblivre

Quer fazer parte do movimento ou precisa falar conosco: 
E-mail: falecom@mbl.org.br";;PT11M2S;2d;hd;false;True;rectangular;;45641;6361;0;914
74;youtube#video;Icc9WY69bUCSVL-DglwQorb0f0A;ptNZppyvBhQ;2022-10-07T17:27:29Z;UC-N3oHUIoHD3y_rEvFdyEfA;Eleição do COMAS: habilite-se como eleitor/a;"Atenção, servidores e servidoras da Assistência Social, no dia 17 de dezembro teremos eleição do COMAS para a gestão 2022/2024. Para isso, precisamos nos habilitar como ELEITORES/AS. O prazo para o envio da documentação é até às 23:59 do dia 09 de outubro de 2022. 

Junto da documentação, é preciso preencher o formulário  do Anexo I e o Anexo VI.

A documentação e o formulário preenchido deve ser encaminhado exclusivamente para o e-mail eleicoes.comas@prefeitura.sp.gov.br, impreterivelmente até às 23:59 do dia 09 de outubro de 2022. 

A lista de documentos está no artigo 15 do Edital publicado no D.O do dia 22/09/22 das páginas 46 a 49:

diariooficial.imprensaoficial.com.br/nav_cidade/index.asp?c=1&e=20220922&p=1&clipID=221bfc011c4123277aabaf3a2d805ec3

“As/os trabalhadoras/es da Assistência Social (pessoas físicas) deverão preencher o requerimento de habilitação (ANEXO I) e anexar a seguinte documentação:

a) Cópia do documento oficial de identificação pessoal com foto do representante indicado, considerando a autodeclaração de gênero, nome social, apelido.

b) Cópia do holerite do mês anterior 9 (no caso do servidor público municipal, apresentar a página onde especifica a qualidade de servidor público municipal efetivo não comissionado e não ocupante de cargo);

c) Cópia do comprovante de domicílio no município de São Paulo e ou de vínculo à Política de Assistência Social no município de São Paulo;

d) Termo de consentimento para tratamento de dados pessoais/LGPD (anexo VI).

§1º - A entrega do requerimento e da documentação necessária contida neste item I deverá ser enviada por e-mail, conforme disposto no art. 5º deste”

Compartilhe com seus colegas e nos grupos da Assistência Social, vamos fortalecer as eleições do COMAS, é importantíssima a nossa participação!";Sindsep São Paulo;;24;none;;https://i.ytimg.com/vi/ptNZppyvBhQ/default.jpg;120;90;https://i.ytimg.com/vi/ptNZppyvBhQ/mqdefault.jpg;320;180;https://i.ytimg.com/vi/ptNZppyvBhQ/hqdefault.jpg;480;360;https://i.ytimg.com/vi/ptNZppyvBhQ/sddefault.jpg;640.0;480.0;;;;Eleição do COMAS: habilite-se como eleitor/a;"Atenção, servidores e servidoras da Assistência Social, no dia 17 de dezembro teremos eleição do COMAS para a gestão 2022/2024. Para isso, precisamos nos habilitar como ELEITORES/AS. O prazo para o envio da documentação é até às 23:59 do dia 09 de outubro de 2022. 

Junto da documentação, é preciso preencher o formulário  do Anexo I e o Anexo VI.

A documentação e o formulário preenchido deve ser encaminhado exclusivamente para o e-mail eleicoes.comas@prefeitura.sp.gov.br, impreterivelmente até às 23:59 do dia 09 de outubro de 2022. 

A lista de documentos está no artigo 15 do Edital publicado no D.O do dia 22/09/22 das páginas 46 a 49:

diariooficial.imprensaoficial.com.br/nav_cidade/index.asp?c=1&e=20220922&p=1&clipID=221bfc011c4123277aabaf3a2d805ec3

“As/os trabalhadoras/es da Assistência Social (pessoas físicas) deverão preencher o requerimento de habilitação (ANEXO I) e anexar a seguinte documentação:

a) Cópia do documento oficial de identificação pessoal com foto do representante indicado, considerando a autodeclaração de gênero, nome social, apelido.

b) Cópia do holerite do mês anterior 9 (no caso do servidor público municipal, apresentar a página onde especifica a qualidade de servidor público municipal efetivo não comissionado e não ocupante de cargo);

c) Cópia do comprovante de domicílio no município de São Paulo e ou de vínculo à Política de Assistência Social no município de São Paulo;

d) Termo de consentimento para tratamento de dados pessoais/LGPD (anexo VI).

§1º - A entrega do requerimento e da documentação necessária contida neste item I deverá ser enviada por e-mail, conforme disposto no art. 5º deste”

Compartilhe com seus colegas e nos grupos da Assistência Social, vamos fortalecer as eleições do COMAS, é importantíssima a nossa participação!";;PT3M2S;2d;sd;false;False;rectangular;;26;1;0;0
75;youtube#video;otQGQDMCBMnmERkI3WSUTVXv2EM;RuYCx6wMoVM;2022-10-07T21:17:44Z;UCyJYZugIbTwCx965dZ47aCg;#lula #voto #economia #eleições2022 #eleição #politicabrasileira #bolsonaro #comunismo #economia;;Senso Comuna;;27;none;pt;https://i.ytimg.com/vi/RuYCx6wMoVM/default.jpg;120;90;https://i.ytimg.com/vi/RuYCx6wMoVM/mqdefault.jpg;320;180;https://i.ytimg.com/vi/RuYCx6wMoVM/hqdefault.jpg;480;360;https://i.ytimg.com/vi/RuYCx6wMoVM/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/RuYCx6wMoVM/maxresdefault.jpg;1280.0;720.0;#lula #voto #economia #eleições2022 #eleição #politicabrasileira #bolsonaro #comunismo #economia;;pt-BR;PT1M1S;2d;hd;false;True;rectangular;;5888;179;0;146
76;youtube#video;AVccBgkUugdCx_rSE5HJGJwE_GI;uQCkm1rQILo;2022-10-19T11:44:57Z;UCyJYZugIbTwCx965dZ47aCg;#lula2022 #bolsonaro #eleições2022 #eleição #mobilização #pt #povo  #forabolsonaro #lula;;Senso Comuna;;27;none;pt;https://i.ytimg.com/vi/uQCkm1rQILo/default.jpg;120;90;https://i.ytimg.com/vi/uQCkm1rQILo/mqdefault.jpg;320;180;https://i.ytimg.com/vi/uQCkm1rQILo/hqdefault.jpg;480;360;https://i.ytimg.com/vi/uQCkm1rQILo/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/uQCkm1rQILo/maxresdefault.jpg;1280.0;720.0;#lula2022 #bolsonaro #eleições2022 #eleição #mobilização #pt #povo  #forabolsonaro #lula;;pt-BR;PT1M1S;2d;hd;false;True;rectangular;;29;4;0;0
77;youtube#video;8xGrcOS0k5qpxGpY_tMlLYfPefQ;pJA5TFbegCc;2022-10-04T19:41:59Z;UCcvUyc8Gh5kDLpJVMhsGb8g;ASSISTIMOS A ''ELEIÇÃO'' DO FELCA;"🔵Discord do Canal:  https://discord.gg/8wgYmQMNM4 TEMOS MUDAE E OUTROS BOTS DIVERTIDOS.

🟣Live reagindo  ANIMES  🔍 Só Pesquisar /LUDAREACT no Site Roxinho.

📸INSTA DA @SIFEZONE: https://www.instagram.com/sifezone/
📸INSTA DO @LUDACRISBR: https://www.instagram.com/ludacrisbr/

🎥Canal de Vlog Nerd: https://www.youtube.com/channel/UCcs5TWyGXn8c8l8No4p63tw/featured

👨‍👨‍👦‍👦 Seja Membro: https://www.youtube.com/casal26react/join

📌Vídeo novo todos os dias 📌

00:00 - Deixa a inscrição BB
01:00 -  Se inscreve e deixa o like BB


ASSISTIMOS ELEIÇÃO - FELCA

👀Vídeo Original: https://www.youtube.com/watch?v=vJ8HzFPUU0s";Casal 26 REACT;['casal 26', 'react', 'react em casal', 'reação em casal', 'casal reage', 'casal reagindo', 'casal gamer', 'casal geek', 'react rap geek', 'casal 26 react', 'jovens reagem', 'felca', 'eleiçao 2022', 'eleiçao', 'eleiçoes', 'eleiçoes 2022'];24;none;pt-BR;https://i.ytimg.com/vi/pJA5TFbegCc/default.jpg;120;90;https://i.ytimg.com/vi/pJA5TFbegCc/mqdefault.jpg;320;180;https://i.ytimg.com/vi/pJA5TFbegCc/hqdefault.jpg;480;360;https://i.ytimg.com/vi/pJA5TFbegCc/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/pJA5TFbegCc/maxresdefault.jpg;1280.0;720.0;ASSISTIMOS A ''ELEIÇÃO'' DO FELCA;"🔵Discord do Canal:  https://discord.gg/8wgYmQMNM4 TEMOS MUDAE E OUTROS BOTS DIVERTIDOS.

🟣Live reagindo  ANIMES  🔍 Só Pesquisar /LUDAREACT no Site Roxinho.

📸INSTA DA @SIFEZONE: https://www.instagram.com/sifezone/
📸INSTA DO @LUDACRISBR: https://www.instagram.com/ludacrisbr/

🎥Canal de Vlog Nerd: https://www.youtube.com/channel/UCcs5TWyGXn8c8l8No4p63tw/featured

👨‍👨‍👦‍👦 Seja Membro: https://www.youtube.com/casal26react/join

📌Vídeo novo todos os dias 📌

00:00 - Deixa a inscrição BB
01:00 -  Se inscreve e deixa o like BB


ASSISTIMOS ELEIÇÃO - FELCA

👀Vídeo Original: https://www.youtube.com/watch?v=vJ8HzFPUU0s";pt-BR;PT10M29S;2d;hd;false;True;rectangular;;1586;225;0;6
78;youtube#video;CysLlB95NEJshCSRmGggjvWzy_Q;I1elrChUYPA;2022-10-20T17:21:27Z;UCd8GdGfoFQ2-e-PohPTyzGw;Deputada Perpétua Almeida fala da necessidade da Eleição de Lula para o BRASIL;"Deputada Perpétua Almeida fala da necessidade da Eleição de Lula para o BRASIL: ""É uma necessidade da democracia brasileira ter Lula como Presidente""
.
.
#PCdoBcomLula #BrasilDaEsperança #LulaPresidente13 #shorts #shortvideo";PCdoB Oficial;;22;none;pt-BR;https://i.ytimg.com/vi/I1elrChUYPA/default.jpg;120;90;https://i.ytimg.com/vi/I1elrChUYPA/mqdefault.jpg;320;180;https://i.ytimg.com/vi/I1elrChUYPA/hqdefault.jpg;480;360;https://i.ytimg.com/vi/I1elrChUYPA/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/I1elrChUYPA/maxresdefault.jpg;1280.0;720.0;Deputada Perpétua Almeida fala da necessidade da Eleição de Lula para o BRASIL;"Deputada Perpétua Almeida fala da necessidade da Eleição de Lula para o BRASIL: ""É uma necessidade da democracia brasileira ter Lula como Presidente""
.
.
#PCdoBcomLula #BrasilDaEsperança #LulaPresidente13 #shorts #shortvideo";pt;PT43S;2d;hd;false;False;rectangular;;141;8;0;4
79;youtube#video;6CDBsw4DwBGIpGfEWcSysoGBOVI;unO9lQvT3I0;2022-10-26T10:46:22Z;UCKHZiQOhUrEgvV32GG7JZzA;2º TURNO #embolada #eleições2022 #eleições #eleição #repente #comedia #nordeste #lula #shorts;"Quer apoiar o Canal? Chave Pix: gui_fny@yahoo.com.br (Guilherme Augusto Lima)
Me siga no instagram:  @guizaonomic
Confira essa Batalha na Embolada com Lula e Bolsonaro, e aí quem levou a melhor? Comenta aí!!!
Se inscreva no canal!";Tocamente a Frente;['batalha de repente', 'bolsonaro vs lula', 'bozonaro', 'repentistas', 'lula x bolsonaro', 'lula vs bolsonaro', 'lula vs moro', 'bolsonaro vs moro', 'viral', 'tocamente a frente', 'tocamente', 'repente nordestino', 'repentes', 'repente de viola', 'repentes engraçados', 'repente engraçado', 'repente antigo', 'lula', 'bolsonaro', 'repente', 'repentista', 'embolada', 'desafio malcriado', 'eleiçoes 2022'];25;none;pt-BR;https://i.ytimg.com/vi/unO9lQvT3I0/default.jpg;120;90;https://i.ytimg.com/vi/unO9lQvT3I0/mqdefault.jpg;320;180;https://i.ytimg.com/vi/unO9lQvT3I0/hqdefault.jpg;480;360;https://i.ytimg.com/vi/unO9lQvT3I0/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/unO9lQvT3I0/maxresdefault.jpg;1280.0;720.0;2º TURNO #embolada #eleições2022 #eleições #eleição #repente #comedia #nordeste #lula #shorts;"Quer apoiar o Canal? Chave Pix: gui_fny@yahoo.com.br (Guilherme Augusto Lima)
Me siga no instagram:  @guizaonomic
Confira essa Batalha na Embolada com Lula e Bolsonaro, e aí quem levou a melhor? Comenta aí!!!
Se inscreva no canal!";;PT1M;2d;hd;false;True;rectangular;;2053;76;0;1
80;youtube#video;fhz1MBP6b-UfZH8Lyjm8jMuUOHY;XaocIJ9qwLg;2022-10-13T19:03:33Z;UCaYNOUNk9Uwn09DM8yOgY0g;Eleição CLA UFRJ 2022 - Professor Alberto Apoia a Chapa 1;;Letras-Libras UFRJ;['Letras', 'Libras', 'UFRJ', 'Licenciatura', 'Bacharelado', 'Tradução', 'Interpretação', 'Língua de Sinais', 'Faculdade de Letras', 'NIA', 'Núcleo de Inclusão e Acessibilidade'];27;none;pt-BR;https://i.ytimg.com/vi/XaocIJ9qwLg/default.jpg;120;90;https://i.ytimg.com/vi/XaocIJ9qwLg/mqdefault.jpg;320;180;https://i.ytimg.com/vi/XaocIJ9qwLg/hqdefault.jpg;480;360;;;;;;;Eleição CLA UFRJ 2022 - Professor Alberto Apoia a Chapa 1;;;PT38S;2d;sd;false;False;rectangular;;166;5;0;0
81;youtube#video;pP_xxgnQnV13KxiWN8xZTBVEbmE;9PMohXLaFPM;2022-10-22T20:46:38Z;UCh32mbTFfhD3c_G6I1jfvBA;Gala de Eleição Mister Angola 2022;Gala de Eleição Mister Angola 2022;platinaline;;24;none;pt;https://i.ytimg.com/vi/9PMohXLaFPM/default.jpg;120;90;https://i.ytimg.com/vi/9PMohXLaFPM/mqdefault.jpg;320;180;https://i.ytimg.com/vi/9PMohXLaFPM/hqdefault.jpg;480;360;https://i.ytimg.com/vi/9PMohXLaFPM/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/9PMohXLaFPM/maxresdefault.jpg;1280.0;720.0;Gala de Eleição Mister Angola 2022;Gala de Eleição Mister Angola 2022;;PT12M26S;2d;hd;false;False;rectangular;;972;16;0;3
82;youtube#video;0hXjypnMegd7-xRH16eA9iteMJg;7ELyNKN6P9g;2022-10-02T22:34:09Z;UCZQXK7YV-hZ4qZ8K0pUnZiQ;Tô tremendo na eleição sabe porque?;"REDES SOCIAIS 👇🏼

Vários vídeos, brincadeiras e toda nossa rotina e família lá nos storie. 

Acompanhe lá no instagram:

@elvisantos_

https://instagram.com/elvisantos_?igshid=b3pue73r6gjl

@ju_lealofc

https://instagram.com/ju_lealofc?utm_medium=copy_link


Casal chupa cabra responde toda terça e quinta lá no stories do instagram. 

Se vc quiser manda sua ideia pra gente fazer um vídeo manda lá no nosso instagram!

Nosso dia a dia!!

#shorts";Casal Chupa Cabra;;23;none;;https://i.ytimg.com/vi/7ELyNKN6P9g/default.jpg;120;90;https://i.ytimg.com/vi/7ELyNKN6P9g/mqdefault.jpg;320;180;https://i.ytimg.com/vi/7ELyNKN6P9g/hqdefault.jpg;480;360;https://i.ytimg.com/vi/7ELyNKN6P9g/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/7ELyNKN6P9g/maxresdefault.jpg;1280.0;720.0;Tô tremendo na eleição sabe porque?;"REDES SOCIAIS 👇🏼

Vários vídeos, brincadeiras e toda nossa rotina e família lá nos storie. 

Acompanhe lá no instagram:

@elvisantos_

https://instagram.com/elvisantos_?igshid=b3pue73r6gjl

@ju_lealofc

https://instagram.com/ju_lealofc?utm_medium=copy_link


Casal chupa cabra responde toda terça e quinta lá no stories do instagram. 

Se vc quiser manda sua ideia pra gente fazer um vídeo manda lá no nosso instagram!

Nosso dia a dia!!

#shorts";pt-BR;PT20S;2d;hd;false;True;rectangular;;76473;5968;0;126
83;youtube#video;fbkk5-__u_tsBqfnTf8nb6Ko-Fc;cQke8OB1rwM;2022-10-03T14:43:56Z;UCTeuEMYybdsJXTR7dOiGLYg;BOLSONARO HUMILHA OS INSTITUTOS DE PEQUISA DEPOIS DA ELEIÇÃO! UMA VERGONHA!;Bolsonaro fez ataques pesados aos institutos de pesquisa depois da eleição! O presidente está certo, foi uma vergonha!;Pilhado;['Bolsonaro', 'Jair Bolsonaro', 'treta Bolsonaro', 'treta', 'polêmica Bolsonaro', 'Bolsonaro x Lula', 'lula', 'eleições', 'presidente Bolsonaro', 'erros nas pesquisas', 'canal pilhado'];25;none;pt;https://i.ytimg.com/vi/cQke8OB1rwM/default.jpg;120;90;https://i.ytimg.com/vi/cQke8OB1rwM/mqdefault.jpg;320;180;https://i.ytimg.com/vi/cQke8OB1rwM/hqdefault.jpg;480;360;https://i.ytimg.com/vi/cQke8OB1rwM/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/cQke8OB1rwM/maxresdefault.jpg;1280.0;720.0;BOLSONARO HUMILHA OS INSTITUTOS DE PEQUISA DEPOIS DA ELEIÇÃO! UMA VERGONHA!;Bolsonaro fez ataques pesados aos institutos de pesquisa depois da eleição! O presidente está certo, foi uma vergonha!;pt;PT1H17M42S;2d;hd;false;True;rectangular;;173879;22889;0;1886
84;youtube#video;YDlhNsxpFIAdHcrwkR09S2bmloI;LCSJsEwqLCk;2022-10-28T21:18:00Z;UCRsn-gTP9zLzQyyxKcph2zA;Votação  eleições debate  eleição Brasil 2022 #votação #eleições #eleição #debate  #brasil #shorts;;Sapo Sapeca;;24;none;;https://i.ytimg.com/vi/LCSJsEwqLCk/default.jpg;120;90;https://i.ytimg.com/vi/LCSJsEwqLCk/mqdefault.jpg;320;180;https://i.ytimg.com/vi/LCSJsEwqLCk/hqdefault.jpg;480;360;https://i.ytimg.com/vi/LCSJsEwqLCk/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/LCSJsEwqLCk/maxresdefault.jpg;1280.0;720.0;Votação  eleições debate  eleição Brasil 2022 #votação #eleições #eleição #debate  #brasil #shorts;;;PT59S;2d;hd;false;True;rectangular;;56;7;0;0
85;youtube#video;Z3jj8vAQQUG71W8zQlqt651b6FA;_gdht080WM4;2022-10-05T22:00:12Z;UC9uDLHawai1EnfqiRZS5tig;FELCA FALANDO DE ELEIÇÃO;"#shorts #short #minecraft 

FELCA FALANDO DE ELEIÇÃO

créditos:

@felcaseita";CHION SEMPAI;['#shorts', '#short', '#minecraft'];1;none;pt-BR;https://i.ytimg.com/vi/_gdht080WM4/default.jpg;120;90;https://i.ytimg.com/vi/_gdht080WM4/mqdefault.jpg;320;180;https://i.ytimg.com/vi/_gdht080WM4/hqdefault.jpg;480;360;https://i.ytimg.com/vi/_gdht080WM4/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/_gdht080WM4/maxresdefault.jpg;1280.0;720.0;FELCA FALANDO DE ELEIÇÃO;"#shorts #short #minecraft 

FELCA FALANDO DE ELEIÇÃO

créditos:

@felcaseita";;PT31S;2d;hd;false;False;rectangular;;1894;208;0;3
86;youtube#video;2yTl6UzFLJgwkMkmtVGWsOEj-BQ;1lA3Lgsc6oY;2022-10-17T22:12:47Z;UCrh4JbrIKy3LUHlM4ZPEzUA;Esse é o meu nordeste🌵tamo junto capitão #bolsonaro#eleição 22;;Sueli Marques;;22;none;;https://i.ytimg.com/vi/1lA3Lgsc6oY/default.jpg;120;90;https://i.ytimg.com/vi/1lA3Lgsc6oY/mqdefault.jpg;320;180;https://i.ytimg.com/vi/1lA3Lgsc6oY/hqdefault.jpg;480;360;https://i.ytimg.com/vi/1lA3Lgsc6oY/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/1lA3Lgsc6oY/maxresdefault.jpg;1280.0;720.0;Esse é o meu nordeste🌵tamo junto capitão #bolsonaro#eleição 22;;;PT13S;2d;hd;false;False;rectangular;['RU'];1114;37;0;3
87;youtube#video;wHFvZbNyZbmnjBwRIqZyBaqXQ2o;SDpsqyTafJE;2022-10-29T02:12:55Z;UCOnuheHbS2DgZiAZFL0-Sbg;Em debate, Lula questiona a compra de viagra pelo governo federal para as Forças Armadas;"Acesse o nosso site para mais notícias: http://www.brasildefato.com.br

INSCREVA-SE em nosso canal: https://www.youtube.com/c/AgenciaBrasildeFato

Facebook: https://facebook.com/brasildefato
Twitter: https://twitter.com/brasildefato
Instagram: https://instagram.com/brasildefato/";Brasil de Fato;['brasil de fato', 'política', 'notícias', 'informação', 'jornalismo'];24;none;pt-BR;https://i.ytimg.com/vi/SDpsqyTafJE/default.jpg;120;90;https://i.ytimg.com/vi/SDpsqyTafJE/mqdefault.jpg;320;180;https://i.ytimg.com/vi/SDpsqyTafJE/hqdefault.jpg;480;360;;;;;;;Em debate, Lula questiona a compra de viagra pelo governo federal para as Forças Armadas;"Acesse o nosso site para mais notícias: http://www.brasildefato.com.br

INSCREVA-SE em nosso canal: https://www.youtube.com/c/AgenciaBrasildeFato

Facebook: https://facebook.com/brasildefato
Twitter: https://twitter.com/brasildefato
Instagram: https://instagram.com/brasildefato/";;PT57S;2d;hd;false;True;rectangular;;13706435;514545;0;24351
88;youtube#video;wHWGkhl1HhKs38Nqt7E26hDnDIk;C9ssHHDCV6E;2022-10-10T21:12:12Z;UCd8tW_X5q8i0fmd4eoO_adQ;#Shorts Sebastião Santos diz que Rodrigo perdeu a eleição 'no dia em que Doria fechou o estado';Mais notícias sobre a região de São José do Rio Preto, além de informações nacionais e internacionais você encontra no portal do Diário da Região: http://www.diariodaregiao.com.br/;Diário da Região - São José do Rio Preto;['diario da regiao', 'sao jose do rio preto', 'rio preto', 'notícias', 'notícias rio preto', 'rio preto notícias', 'política rio preto'];25;none;pt-BR;https://i.ytimg.com/vi/C9ssHHDCV6E/default.jpg;120;90;https://i.ytimg.com/vi/C9ssHHDCV6E/mqdefault.jpg;320;180;https://i.ytimg.com/vi/C9ssHHDCV6E/hqdefault.jpg;480;360;https://i.ytimg.com/vi/C9ssHHDCV6E/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/C9ssHHDCV6E/maxresdefault.jpg;1280.0;720.0;#Shorts Sebastião Santos diz que Rodrigo perdeu a eleição 'no dia em que Doria fechou o estado';Mais notícias sobre a região de São José do Rio Preto, além de informações nacionais e internacionais você encontra no portal do Diário da Região: http://www.diariodaregiao.com.br/;;PT54S;2d;hd;false;False;rectangular;;1396;48;0;1
